F1,F2,F3
0.413345,-0.137034,-0.881499
-1.350234,1.664982,0.422956
0.629768,-0.63178,-0.421943
-1.453756,-1.163092,0.321862
0.475696,1.358416,-1.02459
-1.600021,-0.479955,-0.033558
0.868854,-1.231398,0.156508
0.561573,-0.897711,-1.520469
-1.884597,-0.446876,-0.670825
0.377769,-1.543747,1.427132
0.65671,0.288314,0.126724
-1.356123,-0.552488,-1.087766
1.111469,-0.302354,-0.677108
0.565236,-1.087694,0.632869
0.439027,0.040548,0.786662
-1.537726,0.851799,-0.81531
-2.05383,-1.083521,-1.26672
0.63661,-0.079912,1.951294
0.374226,0.60332,-0.494301
-1.643456,0.001132,-0.471688
0.801618,-1.356315,0.82707
-1.608593,-1.060942,1.085576
0.540267,0.134999,-0.464873
0.543827,-0.21556,-0.417665
-1.681695,-0.686781,-0.62735
0.516564,-0.628124,0.385256
0.612944,0.359847,0.213866
-1.696165,-0.272126,-0.884259
0.608267,-0.122637,-0.837335
-1.360189,0.727656,-1.96243
1.454484,-6.696393,-1.398724
0.528266,-0.322142,0.551897
0.275121,0.035882,-0.593499
0.172169,2.143688,-2.590092
0.490018,-2.453477,-1.530363
0.550374,0.496419,-0.02949
-1.542213,-0.43967,-0.3957
0.608348,-1.327535,0.279726
1.018558,-1.104553,0.462649
0.740435,-0.609581,-0.413748
0.571122,-0.930689,-0.48964
0.48205,0.745763,1.181514
0.90536,0.546777,0.520083
0.548842,0.924212,-0.40528
-0.830396,0.828697,-0.678313
0.621214,-0.232163,-0.237413
0.438047,-0.18813,-0.292511
0.74986,0.259389,0.167281
0.536751,-1.120622,0.113589
-1.595951,-0.937504,0.086886
0.840791,-1.088576,-0.594534
0.824451,0.35746,0.409227
0.831772,-1.038604,-0.090974
0.409958,0.153568,-0.197011
0.748081,0.394339,-0.11048
0.316855,1.247624,-1.103027
1.056708,-2.169559,-0.439921
0.698425,0.119015,-0.111685
0.748135,-1.713204,-0.582914
-1.625987,-1.668783,-0.03898
0.171412,-0.787963,0.282093
0.932226,0.186272,2.475338
1.035075,-0.541651,1.944078
0.450712,0.573116,-0.212607
-1.915855,1.997724,-0.564963
-1.653616,0.032179,-0.648821
0.610061,-0.419216,0.475069
0.310702,-0.84639,1.08945
-1.499314,-3.994806,0.199124
0.769893,-0.225603,0.581852
0.73194,-0.217619,0.558964
-1.320184,-0.792767,0.35004
-0.05563,-0.383087,-1.849834
0.539884,0.575708,0.304265
0.45196,0.675368,-0.618055
-1.813526,0.295449,-2.556327
-0.03313,-0.061888,0.52709
0.522403,0.238278,0.436139
-1.648275,-0.226375,0.245553
0.499031,0.501111,-0.165599
0.874873,-0.192079,0.49289
0.935459,-1.675173,0.423882
-1.415518,0.011332,0.8267
0.07043,0.387983,0.352008
0.99255,-0.077479,-0.863816
0.667877,-1.265947,-0.618105
-1.157765,-0.059489,0.982929
-0.484772,-1.488584,4.356481
0.811214,-0.914044,0.927106
-1.662645,0.110446,-0.796983
0.964893,-0.787132,-0.030489
0.822739,-0.388835,0.305927
-1.168381,0.659188,0.694528
0.91914,-0.92925,0.738852
-0.389835,1.629943,-0.959418
0.486494,-0.580793,-0.782277
0.750041,-0.01043,-0.058217
-1.360914,-0.4217,0.08527
0.878678,0.146146,-0.045708
0.71307,0.434126,0.17917
1.171587,-1.375633,0.711803
0.43521,0.782049,0.524018
0.305578,0.330036,0.158172
0.123573,-0.680002,0.32453
0.319852,-0.420125,0.228917
0.370209,0.726182,-1.110061
-1.637966,-0.760251,-0.605077
0.585999,0.368744,-0.370102
0.235898,1.013485,-0.080465
0.532203,1.121835,-0.570676
0.5098,0.347593,0.062287
0.807115,0.173696,0.788459
0.453883,-0.174073,-0.899443
-1.621252,-1.005332,0.316222
0.486016,-0.24836,-0.303765
0.519033,-1.002771,0.342381
-1.437281,-0.70285,0.028278
0.596517,-0.737967,0.267908
-1.661262,0.912394,-0.275756
0.39891,0.699871,-0.284396
1.015424,-0.4407,0.477756
0.375821,-0.058547,-0.72257
0.587687,1.507921,-0.257838
0.739948,2.027936,-0.862614
0.621802,0.239432,-0.801629
0.504092,1.250432,-0.291528
0.694442,-0.844389,0.300181
-1.334999,0.545781,-0.057805
0.471072,1.60797,-0.272558
0.256272,1.864399,-0.023474
0.497077,0.188196,-0.388184
-1.800124,0.119621,-0.211761
0.127562,2.332945,-1.136345
0.360347,-0.453375,1.256956
-1.471004,0.46966,-1.123339
0.93027,-0.172544,1.111389
-1.627795,-1.382404,1.000587
-1.335216,-0.26454,-0.281612
0.304967,0.591156,-1.388062
0.545444,0.390572,1.040404
-1.635022,0.669698,0.122097
-1.415987,-1.740536,0.694474
0.566332,-0.290274,0.747775
-1.31482,-0.545722,1.194601
0.366562,1.643293,-0.499573
-1.717118,0.474805,0.361366
0.374414,0.985408,-1.279688
-1.519616,-0.600137,0.729331
-1.075735,0.506487,1.564099
0.788819,-0.905199,-0.073231
-1.591733,0.050239,-0.468152
0.353185,0.548117,-1.382925
0.609659,-0.087359,1.22716
0.440787,0.379335,-0.34775
0.692072,-0.302654,-0.157519
0.388412,-0.864775,2.950403
0.683878,-0.221502,-0.479139
0.483271,-0.247225,-0.119994
0.609029,-0.462927,1.064694
-1.351907,-0.311065,-0.408007
0.429999,-0.728737,-0.168979
0.464961,1.815347,-0.246808
0.678978,-0.284835,-0.007528
0.293438,-0.08774,-0.40494
-1.547855,0.350541,-1.346072
-1.544505,0.755153,0.478613
-2.360591,0.916921,0.471121
0.058809,-0.999364,1.205709
0.750171,0.093115,0.149865
0.511276,0.163172,0.012128
-1.513492,0.257151,1.017707
0.457427,-0.214911,-0.012072
-1.227602,-0.608893,-0.396835
0.472738,0.747473,0.329085
-1.848763,0.054491,-0.545334
0.369015,0.417605,0.193854
-1.450017,0.105605,0.730149
-1.63927,0.110586,-0.013333
0.830726,0.492038,2.017764
0.631033,0.155115,-0.062038
-1.912047,-0.102185,-0.511655
0.585864,0.790107,-0.89286
0.639595,0.878383,0.392629
-1.376948,-1.978382,0.786489
0.65221,0.587089,-0.224955
1.064056,-1.049319,-0.815528
-1.650871,0.021285,-0.668618
0.458228,-0.432155,0.360192
0.574991,0.997001,0.213005
-1.536333,-3.633136,1.523822
0.494765,0.56977,-0.262741
0.434924,0.050056,-1.017305
-1.364237,-0.598477,0.232872
0.33112,0.634624,-2.044463
0.420756,0.153466,-0.911663
0.894953,-0.269655,-0.081373
0.376221,0.798663,0.925451
-1.776497,-1.244691,-0.079612
0.637764,0.298809,0.545227
-0.210385,0.438788,-0.267741
-1.419523,-2.706054,0.026435
0.869664,-0.50143,-0.396594
0.554326,-0.099722,-2.823452
0.231487,-0.02078,-0.419419
0.491798,-0.013084,-0.220888
0.585426,0.302429,0.864551
0.485389,0.700619,-1.03626
0.61493,0.123286,-0.829799
0.91091,0.512779,0.157989
0.474188,-0.022643,-0.216621
0.528621,1.036206,-0.569205
0.275829,0.453057,-1.298679
0.216704,-0.639061,0.742395
0.498313,1.205725,-1.048456
0.402714,-1.155901,-1.202603
-1.324581,-1.479865,0.608328
0.729091,-0.864843,0.727102
1.02297,-0.551129,0.190111
0.51678,0.92491,0.565807
0.600909,-1.467957,-0.17553
-0.000145,-0.132615,2.020307
-1.489239,-2.389078,0.712152
0.396121,0.92678,-0.502501
0.230211,0.097927,1.082935
1.009527,-1.297224,-0.230274
-0.012676,-0.211352,1.182364
-1.397834,0.290371,0.181334
-1.595202,0.129561,-0.020362
0.157962,-0.895755,-0.032379
0.176134,0.567178,0.867617
0.399122,-0.58922,-0.766163
0.171621,-0.207004,1.139742
1.025324,-0.989396,1.240905
-0.066246,-0.462009,0.817627
0.164785,-0.643782,1.173009
0.903134,-0.779243,-1.185588
0.875647,-1.194513,-2.068924
0.160749,0.594716,0.923434
0.48548,1.141118,-0.400701
0.820308,0.293317,0.30687
0.219756,0.357014,-0.077178
0.730435,-0.159398,0.194812
-0.214425,0.078597,0.088028
-0.196496,1.151692,0.730576
0.379267,-0.11533,-0.423774
0.740026,-0.311271,-0.008095
-0.117463,0.054773,0.521491
-1.410153,-0.018073,1.798276
-1.350342,0.395199,0.268125
-0.294421,-0.82125,0.399619
-2.020599,-1.010772,1.038854
0.332159,0.051442,-0.797684
0.904685,-1.103508,0.636662
0.942817,0.353055,0.585185
-0.135028,-0.093111,0.696158
0.624403,0.611692,-0.317717
0.738246,0.094982,0.463067
-1.721842,1.508431,-1.566207
1.008658,0.463861,0.780484
0.034748,1.360252,-1.749961
0.358042,-0.340475,-0.600774
-1.538651,-1.13037,0.189161
0.429286,1.297538,2.4643
0.093298,-0.011494,0.905507
1.067648,0.411545,0.787779
-1.671024,-1.410722,0.455301
-1.875351,-1.464365,-1.66597
0.194756,0.005788,1.526884
0.410981,0.933236,-0.131889
0.710301,-1.115015,0.933464
-1.246164,-0.878679,-0.488694
-1.55045,-1.917141,-0.510736
0.492401,0.387756,1.903406
0.06475,-0.163665,0.421013
0.518388,-0.089335,-0.517066
0.143512,-0.55946,1.182913
-1.654512,1.714087,-1.814557
0.46582,0.155349,-0.963171
0.549779,0.529032,-0.029417
-1.61373,0.306699,-1.725416
0.238451,2.073677,-0.322767
0.36306,0.902167,0.672499
0.529059,1.430856,-0.089945
0.265163,0.816951,0.1565
0.469104,-0.184921,0.976684
0.9008,-0.14124,0.280689
-1.953434,-0.310102,-0.471475
0.815352,-0.253778,0.103509
0.803629,-0.212253,-0.020724
0.07498,0.346136,0.288636
-1.638529,0.013128,0.408414
-1.606455,-0.785867,0.978691
-1.342021,-0.180191,0.208166
-0.027852,0.641081,0.270592
-1.136964,-0.464723,0.640639
1.569487,-5.024258,-2.417774
0.312194,-0.426553,0.894298
0.629317,0.631152,-0.192788
-1.639502,0.516205,0.262556
-1.285377,0.357314,-0.524402
0.695941,-0.652317,-0.805298
-1.716985,0.405841,-1.638218
-1.582308,1.489446,-1.202471
-1.709676,0.009639,-0.419179
0.547848,-0.723414,-1.319682
0.352333,0.276996,0.084824
-1.463959,-1.409342,0.476339
-0.241579,1.018447,1.602409
0.026843,-0.014544,-0.131853
-1.156669,0.074844,0.868029
0.960058,2.40524,-0.413671
0.154812,1.303167,0.62412
-1.414058,-0.030867,-0.268634
-1.463896,-0.761371,0.745168
0.852136,-1.935686,-0.682161
-0.003556,-0.024075,0.976147
-1.621127,-0.429112,0.320509
-0.001774,-0.232854,1.196377
-1.461321,0.124603,0.99601
-0.052216,0.148553,0.342843
0.418665,0.776754,-0.130622
1.330823,0.296806,0.180066
-0.024793,1.67244,-0.283607
-1.271972,0.504745,0.514985
0.956334,-1.213524,0.494882
-1.652787,0.093435,0.748458
0.204878,-0.142941,1.228335
0.213246,1.090608,2.742556
0.297412,-1.298533,0.764214
0.529974,-0.052558,-0.28799
0.283213,0.313396,-1.608467
-1.559719,-0.11863,0.12005
-1.332,-0.672156,0.520135
0.453794,-0.048055,-0.837577
1.043153,0.929081,-0.14084
-1.460497,-0.705642,2.351978
0.578636,-0.700121,0.637153
-0.013534,-0.486087,-0.268134
-1.509323,1.05235,0.947119
0.82431,-0.778288,0.518682
0.446552,-0.852026,0.729984
-0.182035,0.444624,0.63151
-1.571761,-0.165856,0.130477
0.726731,0.404225,-0.056965
-1.499783,0.531021,-0.106395
0.501732,2.271435,0.069988
0.560131,0.841384,-1.318741
0.56594,1.403991,0.292425
0.363105,0.555224,-1.396847
-0.067653,-0.770236,1.57505
0.587187,-0.820273,-0.136581
0.686235,-0.628786,0.627431
-1.498951,-0.502621,-1.107553
-0.157795,0.832099,0.241074
0.430488,0.302854,-0.314967
-1.811717,0.017498,-0.350651
-1.704859,0.066813,0.401699
0.693755,-0.611055,-0.57321
-1.580536,-1.464094,0.623323
0.799523,0.24106,0.495922
-1.497782,-0.400685,-0.766337
0.341013,1.653243,1.32973
0.671094,-1.005568,-1.51646
0.360079,0.963695,1.200635
-1.720454,-0.207934,-0.102192
0.632001,0.962554,-0.821965
0.596128,-0.397342,-0.242204
0.736515,-1.054762,0.635433
0.606761,-0.992739,0.142965
1.026441,0.069813,0.68178
0.619401,-0.759528,-0.374885
0.498535,-0.108319,-0.541076
0.14791,1.527091,-1.048016
0.472633,-0.531637,-0.75569
0.677149,0.045763,0.73928
0.472153,0.084234,-2.081869
0.643711,0.690318,-0.595503
0.968679,-0.34474,0.541977
0.43895,0.268152,-1.770669
0.89814,0.692201,-0.90789
0.865561,-1.518608,0.580014
0.718293,0.056413,0.110892
0.916595,1.153608,-0.483794
0.118886,0.102141,1.060102
-1.316656,0.349181,1.183639
0.781261,-1.680869,-0.701263
0.438676,-0.212664,-0.370412
0.365525,-0.081931,-0.446192
0.023179,0.051474,1.267701
-0.021903,0.371351,0.499478
-1.490782,-0.171988,-0.455744
0.595122,0.953299,-0.611892
-0.142679,1.211376,0.228242
0.676528,-0.431599,-1.39344
0.571766,0.291496,-0.647734
0.840556,-0.017446,-0.864929
0.526436,1.004612,-0.523114
0.58359,0.012052,0.392331
-1.374748,-0.668092,1.161223
0.776261,-0.587601,-0.898604
-1.767875,-0.952963,0.184756
0.765775,0.90208,-0.060767
0.249853,0.408576,0.059836
-1.386807,-0.777164,0.735828
-1.527009,0.450677,-0.07175
0.962493,-1.378965,0.128236
0.101635,0.167125,-0.148102
0.762049,-1.227728,1.062707
-1.217129,0.609096,-1.778293
0.47785,-0.601832,-0.133167
-1.596628,-0.752593,0.859989
0.462623,0.395081,-0.378763
-1.576253,-0.275542,0.056557
-1.017523,1.166945,-0.773303
0.384096,-1.545983,-1.218674
-2.434067,-1.982405,0.801712
0.517655,-0.633775,0.427478
-1.738544,-0.16659,0.16758
0.604952,-0.109364,-0.298595
0.356618,1.589964,-1.174015
-1.129156,-0.442167,0.157706
0.609789,0.000086,0.431875
0.557705,-0.667405,-0.645685
-1.400411,-0.439462,0.247029
0.445769,-1.047514,-2.73525
-1.171891,-1.49325,2.814258
0.580074,0.099814,0.763777
0.696556,0.072313,-1.121612
1.070722,0.588769,0.29409
-1.63529,0.014682,0.659925
0.349538,0.401684,-0.942366
0.343944,-0.565972,-0.670434
0.65875,0.43258,1.561824
0.531837,1.71774,0.358551
-1.52027,0.045728,-0.069598
-1.404054,0.025074,-0.499539
0.54587,-0.684939,-0.40226
0.456971,1.017544,-0.29353
0.508649,0.074149,-0.286689
0.681529,1.934829,-0.324903
0.537016,1.281722,-0.287289
0.52053,0.973316,-0.21271
0.383018,1.101992,-0.035555
-1.618463,-1.567581,1.017619
0.564813,-1.419802,0.521085
0.380764,1.25113,-0.797424
0.759177,0.768351,1.979605
0.479234,1.722373,0.978212
0.808031,-0.542795,-0.168817
-1.688309,0.07727,-0.420384
0.411682,1.03195,0.438193
0.422415,-0.12299,0.166784
0.582498,-0.298703,-1.814075
0.569722,0.92678,0.910992
0.67286,0.149052,-0.064208
0.897805,0.932136,-0.904621
0.766461,0.038002,-0.462638
0.098593,2.508459,-1.834038
0.457703,0.783652,-0.538206
0.704513,0.27594,-1.728586
-1.694785,-1.711321,-0.289171
0.836345,-0.783151,-0.275267
0.740991,0.383969,-0.259149
0.866178,-0.248201,0.589109
-1.489143,-1.783912,0.825638
1.008771,-0.131282,0.084612
1.197235,-0.25946,0.746265
0.183992,-1.495635,-0.202411
0.637364,-0.118392,-1.023315
-2.382527,1.053354,-0.639273
0.215447,1.393646,0.193901
0.465708,1.118948,-0.417568
0.599502,1.177373,-1.201527
0.55779,-0.070671,-0.605479
0.346301,1.445272,-0.476874
0.43107,2.835052,-1.362165
-1.430135,0.416728,-0.181984
-1.474371,-1.222208,0.715264
0.364073,1.146478,0.297727
-1.516203,-0.1611,-1.240038
0.021145,-0.362452,0.878531
-1.301115,0.296179,-0.13499
-1.23545,0.933367,0.254955
0.951527,0.066765,-0.128241
-0.133934,-0.4521,0.24434
0.881548,0.501776,0.667315
-1.436287,0.709626,0.624284
0.827534,-0.106707,-0.037141
-1.432181,-0.002426,-0.055696
-1.243288,0.455695,-1.650655
0.158648,-0.485198,0.392466
-1.296533,0.366191,-0.218753
-0.142225,0.300109,0.199599
0.226941,1.442099,0.131901
-1.559841,0.841763,0.833282
-1.698336,1.256227,-0.9759
0.141013,-0.812743,-0.017046
-1.499452,-0.256654,0.278306
0.566968,0.190561,0.840744
-0.127252,1.063051,0.393713
-1.30994,0.254113,-0.517795
0.667182,-1.091951,-1.323852
0.645041,-0.428492,-1.250721
0.624923,0.701541,-0.765282
0.094218,-0.550234,0.574605
0.643372,0.327653,-0.516367
-1.493271,-0.065485,-0.065147
0.440216,-0.745616,0.333416
-1.306476,0.308975,0.099635
0.005092,-2.583995,-0.727015
-1.295482,0.217248,-1.702315
0.41368,0.756126,0.077377
0.378276,0.287346,-0.120613
-1.413273,0.347646,-1.803244
0.720461,0.071923,0.779524
-1.616628,2.293528,-1.558466
-0.976959,1.946831,0.578451
0.887862,-0.666859,0.665923
-1.67307,-1.061179,0.664298
-1.481181,-0.1661,0.415282
-1.386604,0.465956,-1.498095
0.404278,0.081629,-1.111109
0.879946,0.710996,0.058456
-1.540719,0.956732,-1.487593
0.803704,0.242527,0.669432
0.764236,-0.074512,0.697831
-1.571664,1.471634,0.101203
0.667089,-0.232139,0.070366
-1.279836,-1.843781,-1.612376
-0.056592,0.162978,2.314795
-1.457686,-1.098403,-0.431723
-0.327251,-5.287067,-1.60216
0.37524,0.222347,-0.716753
-1.611971,0.037255,-1.704201
0.175455,-0.796698,-0.29681
-1.693484,-1.362458,0.85378
-1.51713,0.37557,0.724611
0.367865,1.477616,-0.022516
-0.278822,-0.997261,1.914303
-1.492787,-0.550752,0.1066
0.59463,0.28737,-0.499727
-1.397607,-1.021864,-1.105467
-0.775835,1.068386,4.971148
-1.685242,-0.144875,-0.029171
-1.408374,0.2115,-0.326092
0.652405,-0.928905,-0.519862
0.480408,0.755946,1.637169
-1.550531,0.11298,-0.242749
0.945552,0.396567,-0.522226
-1.511263,0.34179,0.155563
1.056849,0.800497,0.40653
-1.488544,-0.305971,-0.492188
0.356436,0.769825,0.673734
1.090109,-0.625157,-1.48251
0.562403,-0.977041,0.256861
-1.46751,-0.631916,0.821679
0.734978,-0.257613,-1.455393
-1.48046,-0.558649,0.126947
-1.613082,0.69983,-0.586907
-1.389101,-0.479857,1.044932
1.18847,-0.188706,0.100086
0.73652,-0.873089,0.054888
0.647916,0.505883,0.188398
-1.23029,0.564984,0.933887
-1.097528,-2.094604,-0.7574
-1.24078,-1.554181,1.043168
0.831006,-0.154013,-0.582521
0.620814,-0.114245,0.384577
-1.348678,-1.421293,-0.193657
0.35897,0.800736,0.467221
-1.626244,-0.896457,0.608046
-1.489647,0.343257,-0.698747
0.434191,-0.039983,0.068007
-1.406321,-0.718491,0.08514
0.836208,-0.288295,0.434961
-1.444466,0.297361,0.589625
1.051917,-0.124656,1.132975
0.651081,-0.247826,0.326155
-1.228507,0.038031,-1.010298
1.123831,0.114474,-0.815085
-1.808555,-0.318852,-0.137474
0.57795,-1.058083,0.590917
0.749303,0.949215,0.392309
-1.565816,-1.544806,-0.132679
-2.538492,-2.40014,0.316434
-1.504732,-1.097763,0.32609
0.486339,0.464875,1.605489
0.448597,0.347216,-0.31544
0.955079,0.430649,0.230267
0.483152,-0.866848,-0.695286
-1.842442,-3.743603,0.644129
0.482807,0.337805,0.218864
-1.377967,-0.785556,1.035072
0.350589,0.794313,0.070327
0.6539,-0.863853,0.840922
1.064752,0.460148,0.013765
-1.215348,0.1481,2.534105
-1.534056,-0.363166,-0.662201
0.108911,0.724098,3.66236
0.765137,-0.517225,-0.524097
1.056272,-0.672996,0.773882
-1.378522,0.47192,-0.200598
0.320423,0.532722,0.578443
-0.853208,-1.373552,-0.110478
0.667357,-0.048126,-0.6308
-0.845168,-0.841722,0.846592
0.552984,0.705583,-0.064411
0.342396,0.597494,-0.873082
-1.550065,-0.80389,0.671725
-1.404174,-0.517429,0.071508
0.535655,-0.446103,-1.828663
0.854234,-1.105017,-0.273845
-1.689145,0.378318,-0.859657
0.557647,0.798856,0.016295
-1.262538,0.46744,1.037706
0.581441,0.564324,-0.279261
0.712201,-0.63746,0.507877
0.935073,-0.736722,0.068512
-1.673759,-1.38342,0.375972
0.629187,-0.544481,-0.765817
-1.67695,-1.166029,0.334444
0.703511,-0.341613,-0.318311
-1.285435,0.108992,-0.83394
0.624647,-0.159443,-0.952754
0.361839,-1.615806,-0.452283
0.727652,1.012301,1.161588
0.447015,0.251991,-1.204949
-1.232198,-0.630952,0.694386
0.866525,-0.341846,-0.157425
0.051114,-0.143306,1.936529
0.575227,1.511445,-0.632961
-0.992044,-2.273391,-2.435298
-0.210882,-0.189731,1.379606
0.551343,-0.195302,-0.724311
0.957455,0.606911,-0.172076
-1.589857,0.774901,-0.6252
0.532338,1.17329,0.235437
0.360014,1.152689,-1.158042
-1.522359,0.459031,-0.084472
-1.334112,-0.421089,-1.607719
0.611712,-0.099404,1.132415
0.675798,0.546092,0.896245
0.708912,-0.248133,-1.331439
-1.574907,-0.942496,-0.134794
-1.713812,-0.006656,0.031787
0.430197,0.809344,0.469364
0.759916,-0.67728,0.767093
1.025798,1.05622,0.16395
-1.339195,-0.72136,0.379804
0.736214,-0.367901,0.381866
-1.403462,-1.654173,0.082109
-1.313685,-0.582415,-0.072706
0.131951,1.419831,3.608807
0.550291,-0.018223,-0.460761
-1.176231,0.604447,0.383695
0.754632,-0.659888,0.713497
-1.629366,1.115106,-1.093404
0.364111,1.059258,0.114201
1.294054,-2.121806,6.845586
-1.493991,0.630167,0.18516
0.376116,0.532889,-0.799504
0.586587,-0.161743,-0.067945
-1.509923,0.464964,1.25399
0.781283,-0.851437,0.862509
0.619008,0.033178,-0.463339
-1.561027,0.279254,-0.509839
1.02546,0.656935,1.614337
1.258536,-0.74012,0.786231
0.143295,-1.309336,1.669182
-1.590472,0.314428,-0.99559
0.813214,0.053527,-0.121355
0.024599,2.12468,-2.163837
-1.464534,0.238347,-0.48601
-1.682848,-0.32006,-0.090598
0.418427,0.327407,-0.335912
1.507002,-1.236289,0.355191
-1.525055,0.020835,-0.057017
0.271888,0.857395,-1.041879
-2.550991,-1.158296,-0.253627
0.93003,0.087341,1.365216
-1.193458,-0.230024,0.423517
0.382033,0.136253,-0.050789
0.3926,1.36297,-0.310361
-1.287969,-0.68334,-0.811574
1.114353,-0.037064,2.565547
0.877685,0.888472,-0.718839
1.002491,1.077855,-0.139867
0.099668,1.435243,-1.203867
1.307965,-2.849114,-1.393176
0.378742,0.075143,-0.33374
-1.453131,-1.560646,-0.422871
0.797369,0.703048,-0.158328
0.465695,-0.13619,0.026488
-1.381328,0.183753,-0.559996
0.529096,-0.743443,-0.355857
-1.440886,0.257874,-0.811156
0.567325,0.282027,-0.485556
0.545051,-0.010066,-0.766469
-1.270991,0.63849,0.413463
-1.413623,0.112095,0.019139
0.389326,-0.031087,-0.91863
0.66026,-0.484664,-0.790629
1.068101,-0.309651,-0.284838
-1.421418,-0.616988,0.367004
0.992077,-0.66805,-0.136159
-1.390611,-0.684036,-0.846305
-1.433669,-0.436532,0.54749
0.606922,0.746038,-0.497711
0.673585,-0.101898,-0.256044
-1.248523,-1.514264,0.04848
-1.285418,0.157474,2.423734
0.555386,0.110858,0.471788
-0.936836,-2.243922,-0.501487
0.798297,-0.465595,-1.087871
-1.239328,-0.970997,1.266868
0.485538,-0.84141,0.005557
-1.214518,0.458973,-0.393966
-0.668945,-1.817836,2.940367
0.25775,0.14014,-0.293873
-1.571697,-1.955333,0.472619
-1.585256,0.523421,0.195161
0.72685,1.66912,0.373506
-1.24398,1.296832,-0.042471
0.657575,1.193636,-0.071959
-1.34696,-0.319541,-0.13386
-1.27314,-1.667083,0.983729
1.07524,-1.889665,0.495487
-1.082543,-2.159315,2.325733
-1.346761,-0.300358,1.219464
0.962766,1.142795,0.325735
0.538585,0.470007,-0.199844
-1.666166,0.627162,0.593311
-1.551117,0.636451,1.5148
0.83226,-1.511857,0.054125
1.093543,-1.131595,-1.940015
-1.639035,-1.042269,0.629148
0.325188,-0.298664,1.555683
0.26672,0.818483,-0.2657
-1.387239,1.742306,-0.527515
1.334435,1.245483,1.416494
-1.274094,0.491077,-0.877841
0.497066,0.837859,-0.094884
-1.594279,-0.105333,0.364712
0.158849,-0.893126,0.437916
0.335971,-0.058084,-0.522037
-1.457136,0.425472,-0.531259
1.134124,-0.14829,0.928899
0.006889,-0.117009,1.003582
1.038467,-1.074285,2.46905
0.709679,-0.896175,0.688147
3.066065,-2.985112,3.806133
1.096968,-0.582268,0.076735
-1.539121,-0.216209,0.164711
-1.42827,-0.270174,0.169636
0.469647,-0.120768,-0.056297
-1.508209,-1.213768,0.453911
0.675731,-0.550474,-0.613939
0.439571,0.112128,-1.921652
1.024393,-0.598233,-0.728717
-1.527086,-1.011323,0.069793
0.405676,1.419397,0.671053
0.41404,-0.19967,-0.878571
-1.345222,0.322048,-1.515891
-1.26559,-1.621053,1.877578
0.753736,-1.126079,1.432273
-0.081899,-0.703768,1.005394
0.881627,0.451002,0.374628
-1.164599,0.738513,0.602902
0.940589,0.054684,1.118487
0.640502,-0.141146,-0.475459
1.936717,-3.175525,2.320717
-1.428392,-0.680362,0.656834
0.385765,-1.713987,-1.309529
0.923728,0.355464,1.008671
-1.436967,-0.670848,-0.20887
0.397175,0.569693,-0.777188
0.462988,0.150709,-1.485468
-1.454793,1.130233,-1.487997
0.581874,0.516929,-0.7278
0.672528,-0.966254,1.430276
-1.531765,-0.264747,-0.740433
0.978062,-0.374691,0.00615
0.38332,-0.452783,-0.655323
-1.52251,-1.001515,0.288567
0.78348,-0.155529,-1.473128
0.515633,1.247267,-0.951728
0.894159,0.612021,0.560553
-1.566889,0.209004,-1.190161
-0.396278,-0.267792,2.03683
-1.455082,-0.310049,-0.647193
0.650789,-0.940309,1.582949
-1.395884,0.714678,-0.957308
0.323477,0.35038,-0.416479
-1.766272,1.017316,-2.777632
0.653636,0.065588,-1.065334
-1.400311,0.4692,-0.442584
0.729078,-0.019484,0.332347
-1.334844,-1.465955,-1.201487
0.514401,-0.429324,-0.382569
0.477193,0.093819,-0.121927
-1.796704,-0.902625,0.220075
-1.165934,-1.215005,1.900013
0.479464,-0.292157,0.417273
0.474583,0.597809,0.581982
-1.012958,0.910963,-0.998174
-1.811461,-1.782273,0.710375
0.877849,0.355938,0.259075
0.716469,0.298083,-0.42355
0.584959,-0.030599,-0.276806
-1.699957,0.222604,-0.982332
0.620147,0.209331,0.813288
-1.584057,-0.183553,-0.636346
0.471523,-0.08489,-0.097245
-1.473358,-0.660067,-0.217146
0.665016,-0.95418,0.506819
0.956476,-0.225162,0.100769
-1.404997,-1.548244,1.077518
0.461013,0.770772,-0.100904
1.217085,-0.132491,1.330804
0.763884,-1.169148,1.00513
-1.362911,-1.048905,0.68333
0.585338,0.917818,-0.901257
-1.477635,0.976255,-0.903169
0.334989,-0.893789,-0.56565
-1.369618,0.215867,-0.317933
0.564903,0.00262,0.612659
0.335574,0.326135,-0.423499
-1.186298,0.522694,0.066978
0.514729,0.800526,-1.888934
0.92257,-0.015327,-0.20001
-1.519753,0.551691,-0.006397
0.521776,0.181573,-1.202783
0.423505,1.39926,0.163696
-1.241049,0.305434,-0.044228
0.384619,0.201574,0.418156
-1.505493,-0.231168,-0.464696
0.408998,0.857235,2.21799
0.862991,0.927185,1.049312
-1.302368,0.545914,-1.127082
-1.540832,-0.64763,-1.370851
-1.398303,0.191242,0.035331
0.461948,0.785931,-0.518525
0.853609,-0.442254,-0.57723
0.30955,-0.574158,-0.267065
0.560642,-0.240336,-0.919215
-2.033905,-1.702141,0.623622
0.414725,-0.372175,-0.01789
0.561178,0.099609,-0.962133
-1.691766,-0.091323,-0.628173
0.527128,0.860091,-0.244775
-1.410494,-0.423752,-0.98115
0.855495,-1.870185,1.458243
1.113147,0.347367,1.313457
